Fecha	Hora fin	Cantidad de pares de viajes	Precision binaria	Precision caso a caso		
20161122	55800	17.0	0.823529411765	0.857920946156		
20161122	57600	15.0	0.733333333333	0.820614940615		
20161122	59400	15.0	0.6	0.794749322493		
20161122	61200	15.0	0.8	0.955552134647		
20161122	63000	15.0	0.733333333333	0.972113542588		
20161122	64800	15.0	0.666666666667	0.834296446548		
20161122	66600	15.0	0.666666666667	0.904088103255		
20161122	68400	15.0	0.866666666667	0.941018926627		
20161122	70200	17.0	0.529411764706	0.735372483469		
20161122	72000	17.0	0.764705882353	0.904944615802		
20161122	73800	17.0	0.823529411765	0.894822445107		
20161123	25200	17.0	0.823529411765	0.909393902489		
20161123	27000	19.0	0.789473684211	0.86235935435		
20161123	28800	27.0	0.62962962963	0.833708988299		
20161123	30600	27.0	0.740740740741	0.935043000101		
20161123	32400	19.0	0.842105263158	0.830028027057		
20161123	34200	31.0	0.58064516129	0.804220239925		
20161123	36000	19.0	0.578947368421	0.717135496083		
20161123	54000	1.0	1.0	1.0		
20161123	55800	7.0	0.857142857143	0.790382819795		
20161123	61200	3.0	0.0	0.675		
20161123	63000	17.0	0.647058823529	0.864294883118		
20161123	64800	15.0	0.866666666667	0.903052503053		
20161123	66600	11.0	0.818181818182	0.869413345275		
20161123	68400	17.0	0.764705882353	0.86018907563		
20161123	70200	21.0	0.809523809524	0.900607176688		
20161123	72000	23.0	0.913043478261	0.829764628964		
20161123	73800	15.0	0.733333333333	0.902698412698		
20161124	25200	19.0	0.789473684211	0.86764931928		
20161124	27000	19.0	0.736842105263	0.867054099376		
20161124	28800	25.0	0.6	0.813116660351		
20161124	30600	25.0	0.6	0.874592140031		
20161124	32400	31.0	0.645161290323	0.738903543056		
20161124	34200	27.0	0.777777777778	0.790958298524		
20161124	36000	9.0	1.0	0.968253968254		
20161124	37800	1.0	1.0	1.0		
20161124	45000	3.0	1.0	1.0		
20161124	46800	5.0	1.0	0.964102564103		
20161124	48600	9.0	0.888888888889	0.898022834865		
20161124	50400	23.0	0.782608695652	0.922022643762		
20161124	52200	21.0	0.619047619048	0.796602286139		
20161124	54000	9.0	0.777777777778	0.880015432099		
20161124	55800	9.0	0.888888888889	0.875		
20161124	57600	15.0	0.866666666667	0.907055322129		
20161124	59400	15.0	0.8	0.853016411998		
20161124	61200	15.0	0.666666666667	0.846666666667		
20161124	63000	13.0	0.692307692308	0.856844789198		
20161124	64800	11.0	0.818181818182	0.940412528648		
20161124	66600	15.0	0.8	0.867611452875		
20161124	68400	17.0	0.705882352941	0.812678724449		
20161124	70200	11.0	1.0	0.90953763681		
20161124	72000	19.0	0.684210526316	0.818713357364		
20161124	73800	21.0	0.809523809524	0.750054295292		
20161125	25200	21.0	0.761904761905	0.903042907108		
20161125	27000	21.0	0.714285714286	0.880183865146		
20161125	28800	23.0	0.608695652174	0.871130373668		
20161125	30600	33.0	0.606060606061	0.793087996718		
20161125	32400	37.0	0.675675675676	0.767647446155		
20161125	34200	33.0	0.515151515152	0.789196416364		
20161125	36000	31.0	0.806451612903	0.880665885265		
20161125	37800	23.0	0.608695652174	0.747760391782		
20161125	39600	19.0	0.578947368421	0.828812415655		
20161125	41400	25.0	0.6	0.830909090909		
20161125	43200	23.0	0.739130434783	0.898661962878		
20161125	45000	13.0	0.846153846154	0.838924233661		
20161125	46800	27.0	0.666666666667	0.804858040998		
20161125	48600	23.0	0.782608695652	0.862732218528		
20161125	50400	29.0	0.793103448276	0.845376319267		
20161125	52200	27.0	0.703703703704	0.830201597646		
20161125	54000	7.0	1.0	0.89010989011		
20161125	57600	1.0	0.0	0.609756097561		
20161125	59400	13.0	0.615384615385	0.854804861312		
20161125	61200	13.0	0.846153846154	0.935959974984		
20161125	63000	11.0	0.818181818182	0.895991939095		
20161125	64800	15.0	0.866666666667	0.88658218126		
20161125	66600	11.0	0.909090909091	0.90303030303		
20161125	68400	11.0	0.909090909091	0.951515151515		
20161125	70200	15.0	0.8	0.872701597919		
20161125	72000	15.0	0.866666666667	0.871321138211		
20161125	73800	21.0	0.571428571429	0.7621859104		
20161128	25200	21.0	0.714285714286	0.89093848292		
20161128	27000	23.0	0.695652173913	0.887656696127		
20161128	28800	23.0	0.695652173913	0.875762327033		
20161128	30600	31.0	0.645161290323	0.857345585957		
20161128	32400	27.0	0.740740740741	0.813260582011		
20161128	34200	29.0	0.793103448276	0.874816523939		
20161128	36000	15.0	0.733333333333	0.851465201465		
20161128	37800	5.0	0.6	0.793939393939		
20161128	39600	9.0	0.444444444444	0.912301587302		
20161128	41400	11.0	0.636363636364	0.845568181818		
20161128	43200	7.0	0.571428571429	0.973803071364		
20161128	45000	9.0	0.777777777778	0.944444444444		
20161128	46800	7.0	0.857142857143	0.981203007519		
20161128	48600	17.0	0.882352941176	0.812324929972		
20161128	50400	31.0	0.838709677419	0.871911763041		
20161128	52200	23.0	0.695652173913	0.87889106825		
20161128	54000	13.0	0.769230769231	0.938796246489		
20161128	55800	17.0	0.647058823529	0.740171035392		
20161128	57600	21.0	0.714285714286	0.797860454723		
20161128	59400	13.0	0.846153846154	0.975024975025		
20161128	61200	9.0	0.555555555556	0.798136277303		
20161128	63000	15.0	0.933333333333	0.870744539411		
20161128	64800	19.0	0.631578947368	0.733244095086		
20161128	66600	17.0	0.588235294118	0.855514005149		
20161128	68400	17.0	0.823529411765	0.825193737973		
20161128	70200	15.0	0.733333333333	0.889185185185		
20161128	72000	19.0	0.684210526316	0.844747615645		
20161128	73800	21.0	0.857142857143	0.855924036281		
20161129	25200	21.0	0.666666666667	0.851782017834		
20161129	27000	19.0	0.894736842105	0.896435533278		
20161129	28800	9.0	0.666666666667	0.807407407407		
20161129	30600	9.0	0.555555555556	0.800684634895		
20161129	32400	19.0	0.684210526316	0.838223761927		
20161129	34200	29.0	0.689655172414	0.826701331874		
20161129	36000	11.0	0.727272727273	0.867977477068		
20161129	37800	1.0	0.0	0.878048780488		
20161129	39600	9.0	0.444444444444	0.838620543068		
20161129	41400	19.0	0.736842105263	0.85764425753		
20161129	43200	9.0	0.888888888889	0.972222222222		
20161129	45000	19.0	0.578947368421	0.868332469104		
20161129	46800	27.0	0.62962962963	0.821972811101		
20161129	48600	29.0	0.655172413793	0.832915922027		
20161129	50400	29.0	0.827586206897	0.867095506301		
20161129	52200	17.0	0.705882352941	0.886597509817		
20161129	54000	15.0	0.466666666667	0.813924059002		
20161129	55800	13.0	0.692307692308	0.834634445494		
20161129	57600	15.0	0.666666666667	0.832897435897		
20161129	59400	13.0	0.692307692308	0.830357142857		
20161129	61200	15.0	0.933333333333	0.869052385719		
20161129	63000	19.0	0.894736842105	0.911201079622		
20161129	64800	11.0	0.545454545455	0.892839105339		
20161129	66600	11.0	0.636363636364	0.822344322344		
20161129	68400	17.0	0.764705882353	0.846982140207		
20161129	70200	25.0	0.72	0.841001619694		
20161129	72000	19.0	0.684210526316	0.772502498075		
20161129	73800	13.0	0.846153846154	0.81740517547		
20161130	25200	15.0	0.666666666667	0.813006219252		
20161130	27000	19.0	0.736842105263	0.886533123277		
20161130	28800	25.0	0.6	0.860308196364		
20161130	30600	29.0	0.655172413793	0.837713850645		
20161130	32400	35.0	0.571428571429	0.807737225939		
20161130	34200	29.0	0.724137931034	0.831999675812		
20161130	36000	15.0	0.8	0.943783783784		
20161130	37800	7.0	0.571428571429	0.867346938776		
20161130	39600	11.0	0.909090909091	0.971861471861		
20161130	41400	3.0	1.0	1.0		
20161130	43200	13.0	0.538461538462	0.767365978564		
20161130	45000	27.0	0.777777777778	0.895896018208		
20161130	46800	21.0	0.714285714286	0.912105377959		
20161130	48600	23.0	0.608695652174	0.810952848156		
20161130	50400	33.0	0.606060606061	0.757270819399		
20161130	52200	29.0	0.655172413793	0.806409929745		
20161130	54000	21.0	0.571428571429	0.784560875632		
20161130	55800	13.0	0.846153846154	0.869230769231		
20161130	57600	17.0	0.588235294118	0.768857869252		
20161130	59400	15.0	0.866666666667	0.895020230314		
20161130	61200	13.0	0.692307692308	0.897714917978		
20161130	63000	17.0	0.823529411765	0.9677348019		
20161130	64800	17.0	0.882352941176	0.939662351427		
20161130	66600	11.0	0.727272727273	0.907850279801		
20161130	68400	15.0	0.8	0.857164750958		
20161130	70200	15.0	0.933333333333	0.941268624947		
20161130	72000	21.0	0.714285714286	0.837933019362		
20161130	73800	15.0	0.866666666667	0.951259059329		
20161201	25200	21.0	0.666666666667	0.786668892551		
20161201	27000	19.0	0.894736842105	0.872197298513		
20161201	28800	21.0	0.714285714286	0.907563497734		
20161201	30600	25.0	0.88	0.828294409294		
20161201	32400	25.0	0.72	0.791303258145		
20161201	34200	21.0	0.761904761905	0.811815003779		
20161201	36000	15.0	0.8	0.843650793651		
20161201	37800	1.0	1.0	1.0		
20161201	39600	7.0	0.857142857143	0.994897959184		
20161201	41400	13.0	0.923076923077	0.973474801061		
20161201	43200	13.0	0.846153846154	0.88532388664		
20161201	45000	25.0	0.64	0.851848000249		
20161201	46800	21.0	0.714285714286	0.853411561745		
20161201	48600	27.0	0.481481481481	0.819909839711		
20161201	50400	35.0	0.828571428571	0.803800986066		
20161201	52200	33.0	0.757575757576	0.826849326222		
20161201	54000	15.0	0.733333333333	0.79243697479		
20161201	55800	11.0	0.818181818182	0.928831585082		
20161201	57600	15.0	0.866666666667	0.882222222222		
20161201	59400	13.0	0.769230769231	0.910834779256		
20161201	61200	15.0	0.933333333333	0.90509009009		
20161201	63000	17.0	0.764705882353	0.920168364943		
20161201	64800	15.0	0.866666666667	0.943384615385		
20161201	66600	13.0	0.769230769231	0.772889571068		
20161201	68400	17.0	0.470588235294	0.752653639226		
20161201	70200	19.0	0.789473684211	0.836364284695		
20161201	72000	17.0	0.705882352941	0.815774152798		
20161201	73800	15.0	0.733333333333	0.888068783069		
20161202	25200	17.0	0.823529411765	0.846118177001		
20161202	27000	13.0	0.769230769231	0.933851514339		
20161202	28800	29.0	0.586206896552	0.881977428687		
20161202	30600	29.0	0.586206896552	0.889946663709		
20161202	32400	25.0	0.72	0.881140036847		
20161202	34200	17.0	0.529411764706	0.774195859145		
20161202	36000	9.0	1.0	0.963888888889		
20161202	37800	9.0	0.555555555556	0.787034441226		
20161202	39600	17.0	0.705882352941	0.812671169263		
20161202	41400	19.0	0.789473684211	0.868922305764		
20161202	43200	17.0	0.823529411765	0.924287763886		
20161202	45000	25.0	0.6	0.895429898275		
20161202	46800	25.0	0.68	0.843043909584		
20161202	48600	21.0	0.666666666667	0.816573056573		
20161202	50400	21.0	0.666666666667	0.797259530593		
20161202	52200	3.0	0.666666666667	0.925		
20161202	54000	9.0	0.666666666667	0.845641050089		
20161202	55800	21.0	0.714285714286	0.874931305856		
20161202	57600	15.0	0.8	0.923888888889		
20161202	59400	15.0	0.666666666667	0.87121449457		
20161202	61200	21.0	0.761904761905	0.80066244108		
20161202	63000	21.0	0.571428571429	0.778095539768		
20161202	64800	13.0	0.846153846154	0.956043956044		
20161202	66600	9.0	0.777777777778	0.94708994709		
20161202	68400	11.0	0.727272727273	0.754443215641		
20161202	70200	11.0	0.636363636364	0.824248120301		
20161202	72000	3.0	0.666666666667	0.666666666667		
20161202	73800	13.0	0.923076923077	0.779536679537		
20161205	25200	19.0	0.894736842105	0.864283162658		
20161205	27000	21.0	0.714285714286	0.903014710158		
20161205	28800	29.0	0.689655172414	0.842887986094		
20161205	30600	15.0	0.666666666667	0.822956521739		
20161205	32400	17.0	0.588235294118	0.813380502216		
20161205	34200	21.0	0.714285714286	0.759650986832		
20161205	36000	17.0	0.647058823529	0.864267391925		
20161205	37800	9.0	0.555555555556	0.840331196581		
20161205	39600	5.0	1.0	1.0		
20161205	41400	3.0	1.0	1.0		
20161205	43200	3.0	0.666666666667	0.988095238095		
20161205	45000	3.0	0.666666666667	0.888888888889		
20161205	48600	1.0	1.0	1.0		
20161205	50400	1.0	0.0	0.95		
20161205	54000	5.0	1.0	0.8875		
20161205	55800	5.0	1.0	0.84		
20161205	57600	1.0	1.0	1.0		
20161205	59400	1.0	1.0	1.0		
20161205	61200	1.0	1.0	1.0		
20161205	63000	3.0	1.0	1.0		
20161205	64800	3.0	1.0	1.0		
20161205	66600	1.0	0.0	0.761904761905		
20161205	68400	3.0	0.666666666667	0.975308641975		
20161205	70200	7.0	0.857142857143	0.82393723773		
20161205	72000	11.0	0.727272727273	0.873576055394		
20161205	73800	15.0	0.8	0.888402445508		
20161206	25200	15.0	0.8	0.864421215641		
20161206	27000	13.0	0.846153846154	0.912587412587		
20161206	28800	15.0	0.8	0.878873205189		
20161206	30600	23.0	0.652173913043	0.781183588849		
20161206	32400	19.0	0.789473684211	0.835830999066		
20161206	34200	5.0	0.6	0.76231884058		
20161206	36000	5.0	0.8	0.983333333333		
20161206	37800	5.0	1.0	0.852173913043		
20161206	41400	3.0	0.666666666667	0.797619047619		
20161206	43200	3.0	0.666666666667	0.8		
20161206	45000	5.0	0.8	0.969095816464		
20161206	46800	7.0	0.428571428571	0.821948321948		
20161206	48600	13.0	0.461538461538	0.807561388596		
20161206	50400	19.0	0.736842105263	0.706852601589		
20161206	52200	15.0	0.933333333333	0.929561403509		
20161206	54000	7.0	0.714285714286	0.857948442535		
20161206	55800	7.0	1.0	0.979591836735		
20161206	57600	7.0	0.857142857143	0.916666666667		
20161206	68400	1.0	1.0	0.677419354839		
20161206	70200	1.0	1.0	1.0		
20161206	72000	9.0	0.666666666667	0.864444444444		
20161206	73800	23.0	0.565217391304	0.857376044946		
20161207	25200	21.0	0.857142857143	0.932988762489		
20161207	27000	23.0	0.869565217391	0.8443342889		
20161207	28800	25.0	0.72	0.780680611786		
20161207	30600	29.0	0.51724137931	0.782755906848		
20161207	32400	13.0	0.692307692308	0.770871662274		
20161208	25200	5.0	0.8	0.97		
20161208	27000	9.0	0.888888888889	0.993055555556		
20161208	28800	9.0	0.777777777778	0.901705276705		
20161208	30600	11.0	0.727272727273	0.941558441558		
20161208	32400	7.0	1.0	1.0		
20161208	34200	9.0	0.555555555556	0.803279469946		
20161208	36000	13.0	0.846153846154	0.783548658549		
20161208	37800	7.0	0.857142857143	0.857142857143		
20161208	39600	1.0	1.0	1.0		
20161208	43200	1.0	1.0	0.861111111111		
20161208	45000	5.0	1.0	1.0		
20161208	46800	7.0	0.857142857143	0.992857142857		
20161208	48600	9.0	0.888888888889	0.885680076628		
20161208	50400	3.0	1.0	1.0		
20161208	52200	3.0	0.333333333333	0.953439153439		
20161208	54000	5.0	0.8	0.925		
20161208	55800	9.0	0.666666666667	0.852296194401		
20161208	57600	11.0	0.818181818182	0.937320574163		
20161208	59400	9.0	0.777777777778	0.874074074074		
20161208	61200	3.0	1.0	1.0		
20161208	63000	5.0	0.8	0.99375		
20161208	64800	11.0	0.818181818182	0.798922020961		
20161208	66600	13.0	0.769230769231	0.867281105991		
20161208	68400	5.0	0.8	0.824761904762		
20161208	70200	1.0	1.0	1.0		
20161208	73800	13.0	0.615384615385	0.837993807318		
20161209	25200	21.0	0.761904761905	0.82345769573		
20161209	27000	23.0	0.608695652174	0.825110802947		
20161209	28800	25.0	0.64	0.82019047619		
20161209	30600	19.0	0.736842105263	0.863207157061		
20161209	32400	5.0	1.0	1.0		
Promedio			0.74071878675	0.861534259564	0.125314657272	0.967019676195
